kodikos,perigrafi,price,stock_softone,promitheftis,category,kathgoria,photo_url,container,q
ZKM12PWU,D198 ΠΡΙΖΑ TV ΔΙΕΛΕΥΣΗΣ,0,7,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,7
ZKM12SBU,D198 ΠΡΙΖΑ TV ΔΙΕΛΕΥΣΗΣ,0,6,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,6
ZKM16PWU,D198 ΠΡΙΖΑ SAT ΤΕΡΜΑΤΙΣΜΟΥ,0,5,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,5
ZKM16SBU,D198 ΠΡΙΖΑ SAT ΤΕΡΜΑΤΙΣΜΟΥ,0,1,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,1
ZKM30PWU,D198 ΠΡΙΖΑ ΤΗΛΕΦΩΝΟΥ,0,28,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,28
ZKM39PWU,D198 ΠΡΙΖΑ KS CAT6 SCH,0,12,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,12
ZKM39SBU,D198 ΠΡΙΖΑ KS CAT6 SCH,0,3,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,3
ZKOLPLAK001,D200 KERAKOLL ΣΑΜΠΟΥΑΝ ΠΛΑΚΙΔΙΩΝ 1 ΛΙΤΡΟΥ,0,6,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,6
ZKOLPLAK002,D200 ΑΠΟΣΤΑΤΕΣ ΠΛΑΚΙΔΙΩΝ 1.5ΜΜ (100ΤΕΜ),4,139,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,94
ZKOLPLAK003,D200 ΣΦΗΝΕΣ ΠΛΑΚΙΔΙΩΝ (100ΤΕΜ),9,57,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,47
ZKOLPLAK004,D200 KERAKOLL H30 ΚΟΛΛΑ ΠΛΑΚΙΔΙΩΝ 25kg,1,-7041,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,-7138
ZKOLPLAK005,D200 KERAKOLL ΚΟΛΛΑ ΠΛΑΚΙΔΙΩΝ H40 25kg,1,7906,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,7824
ZKOLPLAK006,D201 ISOMAT ΚΟΛΛΑ ΠΛΑΚΙΔΙΩΝ ΑΚ20,12,15,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,-23
ZLAMP001,D199 ΛΑΜΠΑ LED PAR 16 6.2W GU10,8,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZLAMP002,D199 ΛΑΜΠΑ LED 7W E14 230V ΘΕΡΜΟ/ΛΕΥΚΟ,0,30,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,30
ZLD,I195 ΓΡΑΜΜΙΚΗ ΣΧΑΡΑ ΔΙΑΣΤΑΣΕΙΣ 1000Χ100ΜΜ SS304 ΜΕ ΔΥΟ ΔΙΑΚΕΝΑ 10ΜΜ,0,50,I195,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZLD.png,,50
ZLD-PCD,I195 ΦΡΕΑΤΙΟ ΕΛΕΓΧΟΥ SS304 ΜΕ ΔΥΟ ΔΙΑΚΕΝΑ 10ΜΜ ΔΙΑΣΤΑΣΕΙΣ 500Χ100ΜΜ,0,35,I195,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZLD-PCD.png,,35
ZLDEA,I141 ΕΞΩΤΕΡΙΚΗ ΓΩΝΙΑ SS304 ΜΕ ΔΥΟ ΔΙΑΚΕΝΑ 10ΜΜ 500Χ500Χ100ΜΜ,0,15,I141,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZLDEA.png,,15
ZLDIA,I141 ΕΣΩΤΕΡΙΚΗ ΓΩΝΙΑ SS304 ΜΕ ΔΥΟ ΔΙΑΚΕΝΑ 10ΜΜ 500Χ500Χ100ΜΜ,0,15,I141,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZLDIA.png,,15
ZLEGRAND601976,D199 ΗΛΕΚΤΡΟΛΟΓΙΚΟΣ ΠΙΝΑΚΑΣ -ΣΤΕΓΑΝΟ ΕΡΜΑΡΙΟ,0,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZMACM350,I143 ΜΠΕΤΟΝΙΕΡΑ 350LT ΜΕ ΠΕΤΡΕΛΑΙΟΚΙΝΗΤΗΡΑ,0,1,I143,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMACM350.png,,1
ZMAPC160,I143 ΔΟΝΗΤΙΚΗ ΠΛΑΚΑ 160KG ΜΕ ΠΕΤΡΕΛΑΙΟΚΙΝΗΤΗΡΑ,0,1,I143,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMAPC160.png,,1
ZMB001,I161 ΒΑΣΕΙΣ ΦΩΤΟΒΟΛΤΑΙΚΩΝ ΠΑΝΕΛ SP- 001,0,,I161,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMB001.png,,0
ZMCN140,D199 ΜΙΚΡΟΑΥΤΟΜΑΤΟΣ 1P C40A 6kA 230V,4,10,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,10
ZMHC400R,I141 ΚΑΠΑΚΙ ΦΡΕΑΤΙΟΥ ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΜΕ ΠΛΑΙΣΙΟ Φ400*H100MM SS304,0,53,I141,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMHC400R.png,,53
ZMHC400X300,I141 ΚΑΠΑΚΙ ΦΡΕΑΤΙΟΥ ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΜΕ ΠΛΑΙΣΙΟ 400X300*100MM SS304,0,50,I141,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMHC400X300.png,,50
ZMHC500S,I141 ΚΑΠΑΚΙ ΦΡΕΑΤΙΟΥ ΕΠΙΓΕΜΙΖΟΜΕΝΟ ΜΕ ΠΛΑΙΣΙΟ 500X500*100MM SS304,0,36,I141,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMHC500S.png,,36
ZMIXER001,I196 Mixer,126,3,I196,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMIXER001.png,,3
ZMJ150022,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 2''/50,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ150023,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 3''/76,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ150024,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 4''/102,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ150025,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 5''/127,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ150026,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 6''/152,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ150028,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 8''/202,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ150029,D201 ΔΙΣΚΟΣ ΔΙΑΜΑΝΤΕ ΚΟΠΗΣ Φ230,116,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZMJ03002120,"I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 125X5X22,23MM",0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ020011006,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 100X6X16,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ020012306,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 230X6X22,2,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ030011007D,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 105X7X20MM,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ030011157D,"I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 115X7X22,23MM",0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ030011257D,"I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 125X7X22,23MM",0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ030031257T,"I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 125X7X22,23MM",0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ0600114250,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 14X250,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ0600317280,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 17X280,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ0600430410,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 30X410,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ060011425020,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 14X250X20,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ060011425022,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 14X250X22,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ060011425040,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 14X250X40,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ060031728022,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 17X280X22,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ060031728050,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 17X280X50,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMJ060043041035,I46 ΔΙΣΚΟΣ ΚΟΠΗΣ 30X140X35,0,,I146,ΕΡΓΑΛΕΙΑ,ΔΙΣΚΟΙ ΚΟΠΗΣ,,,0
ZMON001,D203 ΓΩΝΙΟΚΡΑΝΟ ΘΕΡΜ/ΨΗΣ 10Χ10Χ2.5Μ,2,902,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,860
ZMON002,D203 ΝΕΡΟΣΤΑΛΑΚΤΗΣ ΘΕΡΜ/ΨΗΣ 2.5Μ,1,110,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,110
ZMON003,D203 ΒΥΣΜΑ THERMOSYSTEM-LTX 8X135mm (200ΤΕΜ),29,200,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,200
ZMON004,D203 ΒΥΣΜΑ THERMOSYSTEM-LTX 8X155mm (200ΤΕΜ),31,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZMON005,D203 ΘΕΡΜΟΜΟΝΩΤΙΚΕΣ ΤΑΠΕΣ EPS WHITE (200ΤΕΜ),16,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZMON006,D201 ΜΟΥΡΕΛΑ 25m,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZMONEPS80-3,D203 EPS 80 3cm RF CE,3,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZMONEPS80-5,D203 EPS 80 5cm RF CE,5,-25,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,-25
ZMONEPS80-7,D203 EPS 80 7cm RF CE,7,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZMT001,I136 ΧΑΡΤΟΤΑΙΝΙΑ 5CM,0,673,I136,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMT001.png,,673
ZMT002,I136 ΧΑΡΤΟΤΑΙΝΙΑ 3CM,0,199,I136,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZMT002.png,,199
ZMUR36132,D199 MUREVA-ΠΡΙΖΑ ΣΟΥΚΟ ΑΣΦΑΛΕΙΑΣ,0,29,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,29
ZMUR39132,D199 MUREVA-ΠΡΙΖΑ ΣΟΥΚΟ ΑΣΦΑΛΕΙΑΣ,8,15,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,15
ZNM10-P,D198 ΒΑΣΗ ΣΤΗΡΙΞΗΣ ΜΕ ΒΙΔΕΣ 10,0,31,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,31
ZNM20-P,D198 ΒΑΣΗ ΣΤΗΡΙΞΗΣ ΜΕ ΒΙΔΕΣ 20,0,66,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,66
ZNM30-P,D198 ΒΑΣΗ ΣΤΗΡΙΞΗΣ ΜΕ ΒΙΔΕΣ 30,0,123,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,123
ZNM40-P,D198 ΒΑΣΗ ΣΤΗΡΙΞΗΣ ΜΕ ΒΙΔΕΣ 40,0,85,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,85
ZNM70-P,D198 ΒΑΣΗ ΣΤΗΡΙΞΗΣ ΜΕ ΒΙΔΕΣ 70,0,63,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,63
ZOL10PWU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,-6,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,-6
ZOL10SBU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,9,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,9
ZOL20PWU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,78,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,78
ZOL20SBU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,43,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,43
ZOL30PWU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,77,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,77
ZOL30SBU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,30,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,30
ZOL40NB-U,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ LINE,0,9,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,9
ZOL40PWU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,80,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,80
ZOL40SBU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,18,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,18
ZOL70PWU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,26,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,26
ZOL70SBU,D198 ΠΛΑΙΣΙΟ ΚΑΛΥΨΗΣ,0,15,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,15
ZOLCUBALUX,D199 ΚΑΛ.ΥΦΑΣΜΑΤΙΝΟ 2Χ0.75 ΜΑΥΡΟ,3,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZOSBS001,I132 ΠΑΝΕΛ 18MM OSB+60MM EPS+18MM OSB 1220×3000MM,0,,I132,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,ΟΙΚΟΔΟΜΙΚΑ ΥΛΙΚΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZOSBS001.png,,0
ZPI0092,D208 ΠΙΝΑΚΙΔΑ ΑΛΟΥΜΙΝΙΟΥ 20Χ30cm,0,,D208,ΧΩΡΟΣΗΜΑΝΣΗ,ΧΩΡΟΣΗΜΑΝΣΗ,,,0
ZPI1022,D208 ΠΙΝΑΚΙΔΑ ΑΛΟΥΜΙΝΙΟΥ 50Χ70cm,0,10,D208,ΧΩΡΟΣΗΜΑΝΣΗ,ΧΩΡΟΣΗΜΑΝΣΗ,,,10
ZPLAK CORE GREY,D200 CORE GREY 60X60 ANTISLIP,0,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZPLAKA001,D200 SHADE MID DARK GREY 45X45 KERITALY,10,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZPOLYBRIZ3TH01,D199 ΠΟΛΥΜΠΡΙΖΟ 3 ΘΕΣΕΩΝ,0,,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZPOLYBRIZ4TH01,D199 ΠΟΛΥΜΠΡΙΖΟ 4 ΘΕΣΕΩΝ,0,1,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,1
ZPOLYBRIZ5TH01,D199 ΠΟΛΥΜΠΡΙΖΟ 5 ΘΕΣΕΩΝ,0,3,D199,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,3
ZPTMAB4006,I146 Electric Blower,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMAB4006.png,,0
ZPTMAG1403.02,I146 150MM ANGLE GRINDER MAG1403.02 1400W,0,1,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMAG1403.02.png,,1
ZPTMAG2305,I146 230MM ANGLE GRINDER 2400W,0,7,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMAG2305.png,,7
ZPTMAG9008,I146 Angel Grinder,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMAG9008.png,,0
ZPTMAG140302carbonbrush,I146 carbon brush,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMAG140302carbonbrush.png,,0
ZPTMAS1013J,I146 AIR SPRAY GUN MASG71G,0,3,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMAS1013J.png,,3
ZPTMASG71G,I146 58CC GASOLINE CHAIN SAW (18”) MGS5803,0,9,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMASG71G.png,,9
ZPTMASG827,I146 Air Spray Gun,0,2,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMASG827.png,,2
ZPTMBC4301ECO,I146 125MM ULTRATHIN CUTTING WHEEL MJ01001-12510,0,1,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMBC4301ECO.png,,1
ZPTMCAG2110.A1,I146 21V cordless angle grinder MCAG2110.A1,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCAG2110.A1.png,,0
ZPTMCAG2110BATT,I146 MCAG2110 battery （ 4.0AH）,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCAG2110BATT.png,,0
ZPTMCDT2126.B2,I146 LI-ION CORDLESS DRILL MCDT2126.B2,0,3,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCDT2126.B2.png,,3
ZPTMCDT2126B2BATT,I146 LI-ION CORDLESS DRILL BATTERY,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCDT2126B2BATT.png,,0
ZPTMCIW2128.A1,I146 BRUSHLESS LI-ION CORDLESS WRENCH,0,7,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCIW2128.A1.png,,7
ZPTMCIW2128BATT,I146 battery,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCIW2128BATT.png,,0
ZPTMCRS1203.A1,I146 LI-ION CORDLESS RECIPROCATING SAW MCRS1203.A1,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCRS1203.A1.png,,0
ZPTMCUT405,I146 PLASMA CUTTING MACHINE,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMCUT405.png,,0
ZPTMDB0810,I146 Demolition Hammer,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB0810.png,,0
